#model_version:v2026.06.15,score_date:2026-09-26T12:00:22Z
cve,epss,percentile
CVE-2006-0001,0.41966,0.98646
CVE-2006-0002,0.45584,0.98755
CVE-2006-0003,0.825,0.99656
CVE-2006-0004,0.31512,0.9823
CVE-2006-0005,0.38666,0.98534
CVE-2006-0006,0.49557,0.98856
CVE-2006-0007,0.19369,0.97267
CVE-2006-0008,0.01657,0.75651
CVE-2006-0009,0.14205,0.96464
CVE-2006-0010,0.3308,0.98311
CVE-2006-0012,0.24778,0.97831
CVE-2006-0013,0.34854,0.98382
CVE-2006-0014,0.23875,0.97755
CVE-2006-0015,0.24408,0.97799
CVE-2006-0019,0.0614,0.9321
CVE-2006-0020,0.19057,0.97221
CVE-2006-0021,0.62882,0.99173
CVE-2006-0022,0.14537,0.96526
CVE-2006-0023,0.01273,0.68693
CVE-2006-0024,0.06756,0.93745
CVE-2006-0025,0.48723,0.98835
CVE-2006-0026,0.89259,0.99779
CVE-2006-0027,0.78679,0.99577
CVE-2006-0028,0.16247,0.96841
CVE-2006-0029,0.14633,0.96541
CVE-2006-0030,0.39593,0.98568
CVE-2006-0031,0.18325,0.97134
CVE-2006-0032,0.24566,0.97811
CVE-2006-0033,0.15172,0.96635
CVE-2006-0034,0.314,0.98224
CVE-2006-0035,0.00379,0.29222
CVE-2006-0036,0.03283,0.87997
CVE-2006-0037,0.00369,0.28151
CVE-2006-0038,0.00412,0.32866
CVE-2006-0039,0.00293,0.19648
CVE-2006-0040,0.01992,0.79847
CVE-2006-0042,0.06228,0.93295
CVE-2006-0043,0.00503,0.40601
CVE-2006-0044,0.04254,0.90706
CVE-2006-0045,0.00344,0.25319
CVE-2006-0046,0.027,0.8535
CVE-2006-0047,0.07881,0.94511
CVE-2006-0048,0.01783,0.77391
CVE-2006-0049,0.0243,0.83592
CVE-2006-0050,0.00324,0.229
CVE-2006-0051,0.03575,0.88975
CVE-2006-0052,0.02698,0.85341
CVE-2006-0053,0.09006,0.95101
CVE-2006-0054,0.03228,0.87766
CVE-2006-0055,0.00362,0.27386
CVE-2006-0056,0.06324,0.93384
CVE-2006-0057,0.19635,0.97303
CVE-2006-0058,0.28735,0.98084
CVE-2006-0059,0.0469,0.91468
CVE-2006-0061,0.01823,0.77913
CVE-2006-0062,0.01459,0.72492
CVE-2006-0063,0.01283,0.68906
CVE-2006-0064,0.02406,0.83404
CVE-2006-0065,0.01414,0.71639
